Titulo;Imagem;Link;Status Lote;Lance Atual;Visitas_lances
Leilão 24112 - 001 -  Torno MD 400 ECONOMASTER, marca Romi. ;;/leilao/24112/lote/2397907/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4042/;05/07 - 12:20:00;;Visitas: 225 | Lances: 0
Leilão 24112 - 002 -  Empilhadeira marca Yale, para 2.500kg. ;;/leilao/24112/lote/2397908/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4042/;05/07 - 12:23:00;;Visitas: 158 | Lances: 0
Leilão 24112 - 003 -  Guilhotina para corte de chapa de ferro de até ¼ d ;;/leilao/24112/lote/2397909/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4042/;05/07 - 12:26:00;;Visitas: 101 | Lances: 0
Leilão 24115 - 001 -  lavadora frontal, 20 kg, marca Castanho ;;/leilao/24115/lote/2397981/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4344/;05/07 - 12:50:00;;Visitas: 56 | Lances: 0
Leilão 24115 - 002 -  lavadora horizontal, marca Castanho ;;/leilao/24115/lote/2397982/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4344/;05/07 - 12:53:00;;Visitas: 44 | Lances: 0
Leilão 24115 - 003 -  Secadora frontal, com capacidade para 30 kg ;;/leilao/24115/lote/2397983/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4344/;05/07 - 12:56:00;;Visitas: 49 | Lances: 0
Leilão 24168 - 0001 -  CHEVROLET CRUZE LT NB 12/12 ;https://photos.sodresantoro.com.br/veiculos/24168/2402040/1684168149_C1417486A.JPG?ims=430x323;/leilao/24168/lote/2402040/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:00;R$ 28.700;Visitas: 3094 | Lances: 23
Leilão 24168 - 0002 -  FIAT STRADA WORKING 16/16 ;https://photos.sodresantoro.com.br/veiculos/24168/2402035/1686598003_C1422974A.JPG?ims=430x323;/leilao/24168/lote/2402035/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:00;R$ 34.600;Visitas: 1781 | Lances: 25
Leilão 24168 - 0003 -  FIAT UNO MILLE ECONOMY 09/10 ;https://photos.sodresantoro.com.br/veiculos/24168/2402041/1684961517_C1419701A.JPG?ims=430x323;/leilao/24168/lote/2402041/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:01;R$ 10.300;Visitas: 2569 | Lances: 13
Leilão 24168 - 0004 -  JEEP COMPASS 22/22 ;https://photos.sodresantoro.com.br/veiculos/24168/2402038/1686140264_C1422326A.JPG?ims=430x323;/leilao/24168/lote/2402038/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:02;R$ 5.500;Visitas: 4189 | Lances: 11
Leilão 24168 - 0005 -  VOLKSWAGEN POLO 1.6 10/11 ;https://photos.sodresantoro.com.br/veiculos/24168/2402043/1682694739_C1414436A.JPG?ims=430x323;/leilao/24168/lote/2402043/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:03;R$ 13.300;Visitas: 1595 | Lances: 2
Leilão 24168 - 0006 -  VOLVO FH 460 6X2T 14/15 ;https://photos.sodresantoro.com.br/veiculos/24168/2402046/1686602953_C1423243A.JPG?ims=430x323;/leilao/24168/lote/2402046/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:03;R$ 207.400;Visitas: 2355 | Lances: 17
Leilão 24168 - 0007 -  MITSUBISHI L200 TRITON HPE D 15/16 ;https://photos.sodresantoro.com.br/veiculos/24168/2402366/1683919840_C1417205A.JPG?ims=430x323;/leilao/24168/lote/2402366/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:04;R$ 43.500;Visitas: 637 | Lances: 12
Leilão 24168 - 0008 -  SUZUKI SCROSS 4STY 4WD 18/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402367/1685617422_C1421061A.JPG?ims=430x323;/leilao/24168/lote/2402367/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:05;R$ 34.100;Visitas: 551 | Lances: 4
Leilão 24168 - 0009 -  TOYOTA HILUX CD4X4 SR 10/11 ;https://photos.sodresantoro.com.br/veiculos/24168/2402370/1687270863_C1424697A.JPG?ims=430x323;/leilao/24168/lote/2402370/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:06;R$ 33.900;Visitas: 948 | Lances: 6
Leilão 24168 - 0010 -  CITROEN C3 EXC 16 A FLEX 08/09 ;https://photos.sodresantoro.com.br/veiculos/24168/2402369/1687880995_C1422281A.JPG?ims=430x323;/leilao/24168/lote/2402369/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:06;;Visitas: 101 | Lances: 0
Leilão 24168 - 0011 -  AUDI Q3 2.0TFSI 14/14 ;https://photos.sodresantoro.com.br/veiculos/24168/2402460/1683727946_C1416566A.JPG?ims=430x323;/leilao/24168/lote/2402460/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:07;R$ 25.700;Visitas: 481 | Lances: 2
Leilão 24168 - 0012 -  VOLKSWAGEN 9.160 DRC 4X2 14/14 ;https://photos.sodresantoro.com.br/veiculos/24168/2402368/1686861145_C1423880A.JPG?ims=430x323;/leilao/24168/lote/2402368/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:08;R$ 89.000;Visitas: 913 | Lances: 9
Leilão 24168 - 0013 -  VOLKSWAGEN JETTA VARIANT 08/08 ;https://photos.sodresantoro.com.br/veiculos/24168/2402457/1688386825_C1393382A.JPG?ims=430x323;/leilao/24168/lote/2402457/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:09;;Visitas: 225 | Lances: 0
Leilão 24168 - 0014 -  CHEVROLET CELTA 4P LIFE 09/10 ;https://photos.sodresantoro.com.br/veiculos/24168/2402353/1684178698_C1417675A.JPG?ims=430x323;/leilao/24168/lote/2402353/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:09;R$ 6.500;Visitas: 367 | Lances: 9
Leilão 24168 - 0015 -  VOLKSWAGEN FOX 1.0 12/13 ;https://photos.sodresantoro.com.br/veiculos/24168/2402052/1683036909_C1414643A.JPG?ims=430x323;/leilao/24168/lote/2402052/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:10;R$ 8.400;Visitas: 367 | Lances: 1
Leilão 24168 - 0016 -  HONDA CG 160 TITAN 19/20 ;https://photos.sodresantoro.com.br/veiculos/24168/2401986/1682348841_C1413289A.JPG?ims=430x323;/leilao/24168/lote/2401986/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:11;R$ 9.400;Visitas: 1127 | Lances: 8
Leilão 24168 - 0017 -  FIAT UNO VIVACE 1.0 14/15 ;https://photos.sodresantoro.com.br/veiculos/24168/2401984/1686316270_C1422717A.JPG?ims=430x323;/leilao/24168/lote/2401984/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:12;R$ 16.800;Visitas: 1218 | Lances: 7
Leilão 24168 - 0018 -  HONDA CG 160 FAN 22/22 ;https://photos.sodresantoro.com.br/veiculos/24168/2401992/1688065576_C1416364A.JPG?ims=430x323;/leilao/24168/lote/2401992/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:12;R$ 10.200;Visitas: 1030 | Lances: 5
Leilão 24168 - 0019 -  FIAT STRADA FIRE CE FLEX 09/09 ;https://photos.sodresantoro.com.br/veiculos/24168/2401977/1688065143_C1424450A.JPG?ims=430x323;/leilao/24168/lote/2401977/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:13;R$ 16.900;Visitas: 2756 | Lances: 21
Leilão 24168 - 0020 -  HONDA CG 160 START 21/22 ;https://photos.sodresantoro.com.br/veiculos/24168/2401979/1688065277_C1422850A.JPG?ims=430x323;/leilao/24168/lote/2401979/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:14;R$ 9.100;Visitas: 637 | Lances: 3
Leilão 24168 - 0021 -  VOLKSWAGEN SAVEIRO 1.6 CS 10/11 ;https://photos.sodresantoro.com.br/veiculos/24168/2401995/1686312080_C1422681A.JPG?ims=430x323;/leilao/24168/lote/2401995/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:15;R$ 16.600;Visitas: 1852 | Lances: 8
Leilão 24168 - 0022 -  PEUGEOT 2008 ALLURE AT 17/17 ;https://photos.sodresantoro.com.br/veiculos/24168/2402344/1675370014_C1396526A.JPG?ims=430x323;/leilao/24168/lote/2402344/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:15;R$ 17.200;Visitas: 214 | Lances: 3
Leilão 24168 - 0023 -  HONDA CIVIC LXR 15/16 ;https://photos.sodresantoro.com.br/veiculos/24168/2402346/1685562070_C1421081A.JPG?ims=430x323;/leilao/24168/lote/2402346/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:16;R$ 22.300;Visitas: 347 | Lances: 4
Leilão 24168 - 0025 -  VOLKSWAGEN 24.280 CRM 6X2 17/18 ;https://photos.sodresantoro.com.br/veiculos/24168/2402345/1688151112_C1425093A.JPG?ims=430x323;/leilao/24168/lote/2402345/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:18;R$ 95.000;Visitas: 418 | Lances: 2
Leilão 24168 - 0026 -  CITROEN C3 EXC 16 A FLEX 10/11 ;https://photos.sodresantoro.com.br/veiculos/24168/2402049/1684501783_C1418672A.JPG?ims=430x323;/leilao/24168/lote/2402049/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:18;R$ 11.900;Visitas: 942 | Lances: 8
Leilão 24168 - 0027 -  FORD KA SE 1.0 HA C 19/20 ;https://photos.sodresantoro.com.br/veiculos/24168/2402444/1685474602_C1420667A.JPG?ims=430x323;/leilao/24168/lote/2402444/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:19;;Visitas: 296 | Lances: 0
Leilão 24168 - 0028 -  NISSAN VERSA 16SV CVT 17/18 ;https://photos.sodresantoro.com.br/veiculos/24168/2402440/1684853480_C1419090A.JPG?ims=430x323;/leilao/24168/lote/2402440/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:20;R$ 25.000;Visitas: 527 | Lances: 2
Leilão 24168 - 0029 -  CHEVROLET MONTANA SPORT 13/13 ;https://photos.sodresantoro.com.br/veiculos/24168/2402024/1681320905_C1410924A.JPG?ims=430x323;/leilao/24168/lote/2402024/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:21;R$ 25.400;Visitas: 1597 | Lances: 17
Leilão 24168 - 0030 -  FIAT FIORINO HD WK E 18/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402031/1684339246_C1418148A.JPG?ims=430x323;/leilao/24168/lote/2402031/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:21;R$ 41.000;Visitas: 1018 | Lances: 23
Leilão 24168 - 0031 -  VOLKSWAGEN FOX 1.0 14/14 ;https://photos.sodresantoro.com.br/veiculos/24168/2402027/1684864138_C1419091A.JPG?ims=430x323;/leilao/24168/lote/2402027/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:22;R$ 24.000;Visitas: 1882 | Lances: 25
Leilão 24168 - 0032 -  HONDA CG 160 TITAN 19/20 ;https://photos.sodresantoro.com.br/veiculos/24168/2402021/1677689986_C1401660A.JPG?ims=430x323;/leilao/24168/lote/2402021/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:23;R$ 7.800;Visitas: 552 | Lances: 1
Leilão 24168 - 0033 -  VOLKSWAGEN GOL 1.0 12/13 ;https://photos.sodresantoro.com.br/veiculos/24168/2402028/1685722211_C1421354A.JPG?ims=430x323;/leilao/24168/lote/2402028/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:24;R$ 16.000;Visitas: 965 | Lances: 10
Leilão 24168 - 0034 -  FIAT SIENA EL FLEX 11/12 ;https://photos.sodresantoro.com.br/veiculos/24168/2402033/1686319614_C1422389A.JPG?ims=430x323;/leilao/24168/lote/2402033/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:24;R$ 15.600;Visitas: 699 | Lances: 10
Leilão 24168 - 0035 -  VOLKSWAGEN GOL 1.0 08/09 ;https://photos.sodresantoro.com.br/veiculos/24168/2402442/1685722090_C1421355A.JPG?ims=430x323;/leilao/24168/lote/2402442/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:25;;Visitas: 147 | Lances: 0
Leilão 24168 - 0036 -  HYUNDAI HB20 16A VISION 20/21 ;https://photos.sodresantoro.com.br/veiculos/24168/2402363/1678992605_C1405203A.JPG?ims=430x323;/leilao/24168/lote/2402363/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:26;R$ 26.900;Visitas: 332 | Lances: 1
Leilão 24168 - 0037 -  FORD KA FLEX 12/13 ;https://photos.sodresantoro.com.br/veiculos/24168/2402378/1681746994_C1411833A.JPG?ims=430x323;/leilao/24168/lote/2402378/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:27;;Visitas: 126 | Lances: 0
Leilão 24168 - 0038 -  CHEVROLET CLASSIC LIFE 08/09 ;https://photos.sodresantoro.com.br/veiculos/24168/2402364/1686084868_C1422027A.JPG?ims=430x323;/leilao/24168/lote/2402364/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:27;;Visitas: 60 | Lances: 0
Leilão 24168 - 0039 -  CHEVROLET PRISMA 1.4L LT 11/12 ;https://photos.sodresantoro.com.br/veiculos/24168/2402379/1686322151_C1422588A.JPG?ims=430x323;/leilao/24168/lote/2402379/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:28;R$ 10.300;Visitas: 346 | Lances: 7
Leilão 24168 - 0040 -  FIAT MOBI TREKKING 1.0MT 20/21 ;https://photos.sodresantoro.com.br/veiculos/24168/2402365/1686660064_C1423292A.JPG?ims=430x323;/leilao/24168/lote/2402365/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:29;R$ 18.700;Visitas: 396 | Lances: 6
Leilão 24168 - 0041 -  CITROEN PICASSO II16GLXF 08/08 ;https://photos.sodresantoro.com.br/veiculos/24168/2402059/1683838337_C1416914A.JPG?ims=430x323;/leilao/24168/lote/2402059/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:30;R$ 6.000;Visitas: 449 | Lances: 5
Leilão 24168 - 0043 -  FIAT CRONOS PREC AT 18/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402456/1686587512_C1422783A.JPG?ims=430x323;/leilao/24168/lote/2402456/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:30;R$ 20.900;Visitas: 369 | Lances: 4
Leilão 24168 - 0044 -  HONDA HR-V EX CVT 19/20 ;https://photos.sodresantoro.com.br/veiculos/24168/2402350/1686592072_C1422781A.JPG?ims=430x323;/leilao/24168/lote/2402350/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:31;R$ 31.200;Visitas: 202 | Lances: 2
Leilão 24168 - 0045 -  FIAT DOBLO CARGO FLEX 14/14 ;https://photos.sodresantoro.com.br/veiculos/24168/2402349/1685384943_C1420128A.JPG?ims=430x323;/leilao/24168/lote/2402349/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:32;;Visitas: 190 | Lances: 0
Leilão 24168 - 0046 -  NISSAN KICKS EXCLUSI CVT 21/22 ;https://photos.sodresantoro.com.br/veiculos/24168/2402372/1688390750_C1405236A.JPG?ims=430x323;/leilao/24168/lote/2402372/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:33;R$ 49.800;Visitas: 697 | Lances: 7
Leilão 24168 - 0047 -  FIAT SIENA ATTRACTIV 1.4 14/15 ;https://photos.sodresantoro.com.br/veiculos/24168/2402351/1687353312_C1424842A.JPG?ims=430x323;/leilao/24168/lote/2402351/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:33;;Visitas: 84 | Lances: 0
Leilão 24168 - 0048 -  MITSUBISHI TRITON SPORT GLS AT 18/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402348/1683918291_C1416968A.JPG?ims=430x323;/leilao/24168/lote/2402348/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:34;R$ 55.800;Visitas: 546 | Lances: 1
Leilão 24168 - 0049 -  CHEVROLET ONIX 1.0MT LS 15/16 ;https://photos.sodresantoro.com.br/veiculos/24168/2402352/1687355090_C1424841A.JPG?ims=430x323;/leilao/24168/lote/2402352/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:35;R$ 18.300;Visitas: 465 | Lances: 9
Leilão 24168 - 0050 -  PEUGEOT 3008 GRIFFE AT 17/18 ;https://photos.sodresantoro.com.br/veiculos/24168/2402371/1662748979_C1368257A.JPG?ims=430x323;/leilao/24168/lote/2402371/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:36;R$ 50.700;Visitas: 655 | Lances: 5
Leilão 24168 - 0051 -  NISSAN VERSA 10 19/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402357/1685039966_C1419906A.JPG?ims=430x323;/leilao/24168/lote/2402357/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:36;R$ 18.100;Visitas: 274 | Lances: 7
Leilão 24168 - 0052 -  NISSAN VERSA 16S FLEX 12/13 ;https://photos.sodresantoro.com.br/veiculos/24168/2402355/1688386754_C1422954A.JPG?ims=430x323;/leilao/24168/lote/2402355/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:37;R$ 10.100;Visitas: 129 | Lances: 2
Leilão 24168 - 0053 -  CHEVROLET ONIX 1.4AT LTZ 18/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402359/1685461959_C1420749A.JPG?ims=430x323;/leilao/24168/lote/2402359/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:38;R$ 22.800;Visitas: 313 | Lances: 9
Leilão 24168 - 0054 -  TOYOTA COROLLA XEI20FLEX 16/17 ;https://photos.sodresantoro.com.br/veiculos/24168/2402471/1688386821_C1420302A.JPG?ims=430x323;/leilao/24168/lote/2402471/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:39;R$ 27.300;Visitas: 337 | Lances: 7
Leilão 24168 - 0055 -  HYUNDAI TUCSON GLSB 13/14 ;https://photos.sodresantoro.com.br/veiculos/24168/2402356/1688386625_C1415294A.JPG?ims=430x323;/leilao/24168/lote/2402356/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:39;;Visitas: 222 | Lances: 0
Leilão 24168 - 0056 -  HONDA FIT CX FLEX 13/14 ;https://photos.sodresantoro.com.br/veiculos/24168/2402374/1687371025_C1425128A.JPG?ims=430x323;/leilao/24168/lote/2402374/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:40;R$ 18.200;Visitas: 493 | Lances: 10
Leilão 24168 - 0057 -  FORD FIESTA SE HA 11/12 ;https://photos.sodresantoro.com.br/veiculos/24168/2402375/1686055346_C1421990A.JPG?ims=430x323;/leilao/24168/lote/2402375/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:41;R$ 13.200;Visitas: 167 | Lances: 10
Leilão 24168 - 0058 -  RENAULT FLUENCE GT20 13/14 ;https://photos.sodresantoro.com.br/veiculos/24168/2402354/1681834225_C1412020A.JPG?ims=430x323;/leilao/24168/lote/2402354/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:42;R$ 14.700;Visitas: 272 | Lances: 4
Leilão 24168 - 0059 -  VOLKSWAGEN SAVEIRO CS TL MB 14/15 ;https://photos.sodresantoro.com.br/veiculos/24168/2402361/1686314528_C1422712A.JPG?ims=430x323;/leilao/24168/lote/2402361/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:42;R$ 16.300;Visitas: 269 | Lances: 1
Leilão 24168 - 0060 -  RENAULT MASTER FURGAO L2 23/24 ;https://photos.sodresantoro.com.br/veiculos/24168/2402360/1685376669_C1420504A.JPG?ims=430x323;/leilao/24168/lote/2402360/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:43;R$ 71.800;Visitas: 899 | Lances: 32
Leilão 24168 - 0061 -  FIAT STRADA ADVENTURE CD 15/15 ;https://photos.sodresantoro.com.br/veiculos/24168/2402373/1674582472_C1394200A.JPG?ims=430x323;/leilao/24168/lote/2402373/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:44;R$ 23.000;Visitas: 648 | Lances: 4
Leilão 24168 - 0062 -  CHEVROLET CELTA 1.0L LT 14/15 ;https://photos.sodresantoro.com.br/veiculos/24168/2402459/1676314677_C1398098A.JPG?ims=430x323;/leilao/24168/lote/2402459/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:45;R$ 14.400;Visitas: 439 | Lances: 6
Leilão 24168 - 0063 -  CHEVROLET PRISMA 1.4AT LTZ 18/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402377/1686584825_C1423118A.JPG?ims=430x323;/leilao/24168/lote/2402377/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:45;R$ 32.900;Visitas: 832 | Lances: 29
Leilão 24168 - 0064 -  VOLKSWAGEN NIVUS HL TSI AD 21/21 ;https://photos.sodresantoro.com.br/veiculos/24168/2402362/1685987504_C1421886A.JPG?ims=430x323;/leilao/24168/lote/2402362/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:46;R$ 56.900;Visitas: 435 | Lances: 42
Leilão 24168 - 0065 -  HONDA CG 160 FAN 20/20 ;https://photos.sodresantoro.com.br/veiculos/24168/2402472/1686151454_C1422266A.JPG?ims=430x323;/leilao/24168/lote/2402472/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:47;R$ 9.700;Visitas: 288 | Lances: 27
Leilão 24168 - 0066 -  CHEVROLET MONTANA SPORT 06/06 ;https://photos.sodresantoro.com.br/veiculos/24168/2402053/1663181800_C1368931A.JPG?ims=430x323;/leilao/24168/lote/2402053/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:48;R$ 10.200;Visitas: 1393 | Lances: 8
Leilão 24168 - 0067 -  FORD ECOSPORT TIT AT 2.0 15/15 ;https://photos.sodresantoro.com.br/veiculos/24168/2402054/1687202171_C1415467A.JPG?ims=430x323;/leilao/24168/lote/2402054/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:48;R$ 21.600;Visitas: 892 | Lances: 2
Leilão 24168 - 0068 -  RENAULT CLIO PRI 16 16VS 06/06 ;https://photos.sodresantoro.com.br/veiculos/24168/2402458/1675951513_C1397644A.JPG?ims=430x323;/leilao/24168/lote/2402458/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:49;;Visitas: 148 | Lances: 0
Leilão 24168 - 0069 -  NISSAN GRAND LIVINA 18SL 14/14 ;https://photos.sodresantoro.com.br/veiculos/24168/2402454/1688127128_C1409718A.JPG?ims=430x323;/leilao/24168/lote/2402454/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:50;;Visitas: 66 | Lances: 0
Leilão 24168 - 0070 -  HYUNDAI IX35 GL 17/18 ;https://photos.sodresantoro.com.br/veiculos/24168/2402055/1683652907_C1416412A.JPG?ims=430x323;/leilao/24168/lote/2402055/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:51;R$ 23.200;Visitas: 650 | Lances: 2
Leilão 24168 - 0071 -  HONDA CG 160 TITAN 22/22 ;https://photos.sodresantoro.com.br/veiculos/24168/2401998/1686336487_C1422778A.JPG?ims=430x323;/leilao/24168/lote/2401998/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:51;R$ 11.700;Visitas: 650 | Lances: 8
Leilão 24168 - 0072 -  YAMAHA XTZ250 LANDER 20/21 ;https://photos.sodresantoro.com.br/veiculos/24168/2402003/1677597672_C1401130A.JPG?ims=430x323;/leilao/24168/lote/2402003/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:52;R$ 14.400;Visitas: 1479 | Lances: 15
Leilão 24168 - 0073 -  HONDA CG 160 TITAN 20/21 ;https://photos.sodresantoro.com.br/veiculos/24168/2402002/1688396945_C1398096A.JPG?ims=430x323;/leilao/24168/lote/2402002/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:53;R$ 11.200;Visitas: 867 | Lances: 17
Leilão 24168 - 0074 -  YAMAHA FZ25 FAZER 18/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402007/1684351181_C1418104A.JPG?ims=430x323;/leilao/24168/lote/2402007/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:54;R$ 10.900;Visitas: 1350 | Lances: 13
Leilão 24168 - 0075 -  HONDA CG 160 FAN 22/22 ;https://photos.sodresantoro.com.br/veiculos/24168/2402009/1688396887_C1417761A.JPG?ims=430x323;/leilao/24168/lote/2402009/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:54;R$ 9.600;Visitas: 543 | Lances: 3
Leilão 24168 - 0076 -  YAMAHA YS150 FAZER SED 21/22 ;https://photos.sodresantoro.com.br/veiculos/24168/2402429/1685715889_C1421491A.JPG?ims=430x323;/leilao/24168/lote/2402429/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:55;R$ 7.400;Visitas: 165 | Lances: 1
Leilão 24168 - 0077 -  HONDA CG 160 TITAN 19/19 ;https://photos.sodresantoro.com.br/veiculos/24168/2402004/1680621169_C1409258A.JPG?ims=430x323;/leilao/24168/lote/2402004/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:56;R$ 8.500;Visitas: 727 | Lances: 7
Leilão 24168 - 0078 -  HONDA CG 160 TITAN 22/22 ;https://photos.sodresantoro.com.br/veiculos/24168/2402011/1685546461_C1420836A.JPG?ims=430x323;/leilao/24168/lote/2402011/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4184/;05/07 - 14:57;R$ 11.500;Visitas: 544 | Lances: 8
